订单号,sku,数量
CK202007210000053,2424,117963
CK202007210000053,2522,117963
CK202007210000053,408,117963
CK202007210000053,1985,117963
CK202007210000053,4667,117963
CK202007210000053,3352,117963
CK202007210000053,839,117963
CK202007210000053,8926,117963
CK202007210000053,4217,117963
CK202007210000053,6172,117963
CK202007210000053,8434,117963
CK202007210000053,6978,117963
CK202007210000053,7256,117963
CK202007210000053,2902,117963
CK202007210000053,3055,117963
CK202007210000053,9260,117963
CK202007210000054,2319,119881
CK202007210000054,3323,119881
CK202007210000054,5261,119881
CK202007210000054,8375,119881
CK202007210000054,2547,119881
CK202007210000054,922,119881
CK202007210000054,4467,119881
CK202007210000054,4823,119881
CK202007210000054,971,119881
CK202007210000054,2554,119881
CK202007210000054,7852,119881
CK202007210000054,9027,119881
CK202007210000054,5427,119881
CK202007210000054,449,119881
CK202007210000054,4555,119881
CK202007210000054,8762,119881
CK202007210000055,1820,160680
CK202007210000055,638,160680
CK202007210000055,2595,160680
CK202007210000055,2329,160680
CK202007210000055,1596,160680
CK202007210000055,4141,160680
CK202007210000055,2953,160680
CK202007210000055,7586,160680
CK202007210000055,196,160680
CK202007210000055,6050,160680
CK202007210000055,2120,160680
CK202007210000055,682,160680
CK202007210000055,3966,160680
CK202007210000055,7715,160680
CK202007210000055,3604,160680
CK202007210000055,2070,160680
CK202007210000055,10,160680
CK202007210000055,5906,160680
CK202007210000055,9087,160680
CK202007210000055,567,160680
CK202007210000055,1237,160680
CK202007210000055,8869,160680
CK202007210000055,8034,160680
CK202007210000055,9145,160680
CK202007210000055,5074,160680
CK202007210000056,1412,151410
CK202007210000056,2677,151410
CK202007210000056,824,151410
CK202007210000056,1726,151410
CK202007210000056,1705,151410
CK202007210000056,4423,151410
CK202007210000056,55,151410
CK202007210000056,1188,151410
CK202007210000056,883,151410
CK202007210000056,218,151410
CK202007210000056,4317,151410
CK202007210000056,2227,151410
CK202007210000056,457,151410
CK202007210000057,1147,74160
CK202007210000057,268,74160
CK202007210000057,3006,74160
CK202007210000057,5740,74160
CK202007210000057,4207,74160
CK202007210000057,971,74160
CK202007210000057,1626,74160
CK202007210000057,7607,74160
CK202007210000057,2081,74160
CK202007210000058,3222,238599
CK202007210000058,7290,238599
CK202007210000058,1596,238599
CK202007210000058,40,238599
CK202007210000058,4378,238599
CK202007210000058,2562,238599
CK202007210000058,3414,238599
CK202007210000058,9089,238599
CK202007210000058,6296,238599
CK202007210000058,374,238599
CK202007210000058,7243,238599
CK202007210000058,68,238599
CK202007210000058,8960,238599
CK202007210000058,2087,238599
CK202007210000058,8249,238599
CK202007210000058,321,238599
CK202007210000058,440,238599
CK202007210000058,8642,238599
CK202007210000059,1412,137567
CK202007210000059,1820,137567
CK202007210000059,638,137567
CK202007210000059,3950,137567
CK202007210000059,2319,137567
CK202007210000059,835,137567
CK202007210000059,2329,137567
CK202007210000059,40,137567
CK202007210000059,2677,137567
CK202007210000059,6136,137567
CK202007210000059,2562,137567
CK202007210000059,1705,137567
CK202007210000059,4900,137567
CK202007210000059,4686,137567
CK202007210000059,3205,137567
CK202007210000059,6306,137567
CK202007210000059,5174,137567
CK202007210000059,511,137567
CK202007210000060,4124,12360
CK202007210000060,5469,12360
CK202007210000060,946,12360
CK202007210000060,4278,12360
CK202007210000061,1656,109296
CK202007210000061,3648,109296
CK202007210000061,5393,109296
CK202007210000061,3345,109296
CK202007210000061,2752,109296
CK202007210000061,2547,109296
CK202007210000061,2934,109296
CK202007210000061,390,109296
CK202007210000061,5010,109296
CK202007210000061,3301,109296
CK202007210000061,6492,109296
CK202007210000061,4669,109296
CK202007210000062,1412,142140
CK202007210000062,824,142140
CK202007210000062,1726,142140
CK202007210000062,1705,142140
CK202007210000062,4423,142140
CK202007210000062,55,142140
CK202007210000062,1188,142140
CK202007210000062,883,142140
CK202007210000062,218,142140
CK202007210000062,4317,142140
CK202007210000062,2227,142140
CK202007210000062,457,142140
CK202007210000063,1412,128297
CK202007210000063,1820,128297
CK202007210000063,638,128297
CK202007210000063,3950,128297
CK202007210000063,2319,128297
CK202007210000063,835,128297
CK202007210000063,2329,128297
CK202007210000063,40,128297
CK202007210000063,6136,128297
CK202007210000063,2562,128297
CK202007210000063,1705,128297
CK202007210000063,4900,128297
CK202007210000063,4686,128297
CK202007210000063,3205,128297
CK202007210000063,6306,128297
CK202007210000063,5174,128297
CK202007210000063,511,128297
CK202007210000064,1412,130408
CK202007210000064,824,130408
CK202007210000064,1726,130408
CK202007210000064,1705,130408
CK202007210000064,4423,130408
CK202007210000064,55,130408
CK202007210000064,1188,130408
CK202007210000064,883,130408
CK202007210000064,218,130408
CK202007210000064,4317,130408
CK202007210000064,2227,130408
CK202007210000064,457,130408
CK202007210000065,7503,131694
CK202007210000065,2606,131694
CK202007210000065,7300,131694
CK202007210000065,5007,131694
CK202007210000065,3118,131694
CK202007210000065,8826,131694
CK202007210000065,2522,131694
CK202007210000065,6836,131694
CK202007210000065,930,131694
CK202007210000065,8175,131694
CK202007210000065,7472,131694
CK202007210000065,3313,131694
CK202007210000065,9112,131694
CK202007210000065,1097,131694
CK202007210000065,3575,131694
CK202007210000065,8182,131694
CK202007210000065,3070,131694
CK202007210000066,1138,49240
CK202007210000066,4539,49240
CK202007210000066,3734,49240
CK202007210000066,3473,49240
CK202007210000066,2043,49240
CK202007210000067,1322,85737
CK202007210000067,2679,85737
CK202007210000067,1470,85737
CK202007210000067,3778,85737
CK202007210000067,3477,85737
CK202007210000067,1257,85737
CK202007210000067,550,85737
CK202007210000068,1460,145230
CK202007210000068,279,145230
CK202007210000068,1445,145230
CK202007210000068,9205,145230
CK202007210000068,848,145230
CK202007210000068,207,145230
CK202007210000068,924,145230
CK202007210000068,1133,145230
CK202007210000068,231,145230
CK202007210000068,780,145230
CK202007210000068,2657,145230
CK202007210000068,1319,145230
CK202007210000068,765,145230
CK202007210000068,2132,145230
CK202007210000068,1720,145230
CK202007210000068,7537,145230
CK202007210000069,688,605934
CK202007210000069,2006,605934
CK202007210000069,3409,605934
CK202007210000069,3069,605934
CK202007210000069,576,605934
CK202007210000069,5940,605934
CK202007210000069,3205,605934
CK202007210000069,1010,605934
CK202007210000069,3505,605934
CK202007210000069,3817,605934
CK202007210000069,4374,605934
CK202007210000069,3728,605934
CK202007210000069,3824,605934
CK202007210000069,837,605934
CK202007210000069,272,605934
CK202007210000069,4489,605934
CK202007210000069,2966,605934
CK202007210000069,4431,605934
CK202007210000069,1240,605934
CK202007210000069,3967,605934
CK202007210000069,4393,605934
CK202007210000070,1139,113382
CK202007210000070,368,113382
CK202007210000070,620,113382
CK202007210000070,489,113382
CK202007210000070,635,113382
CK202007210000070,604,113382
CK202007210000070,6149,113382
CK202007210000070,583,113382
CK202007210000070,3852,113382
CK202007210000070,1154,113382
CK202007210000070,946,113382
CK202007210000070,8936,113382
CK202007210000070,1675,113382
CK202007210000070,6701,113382
CK202007210000070,3673,113382
BJ202007210000001,1596,1
CK202007210000071,688,595179
CK202007210000071,2006,595179
CK202007210000071,3409,595179
CK202007210000071,3069,595179
CK202007210000071,576,595179
CK202007210000071,5940,595179
CK202007210000071,3205,595179
CK202007210000071,1010,595179
CK202007210000071,3505,595179
CK202007210000071,3817,595179
CK202007210000071,4374,595179
CK202007210000071,3728,595179
CK202007210000071,3824,595179
CK202007210000071,837,595179
CK202007210000071,272,595179
CK202007210000071,4489,595179
CK202007210000071,2966,595179
CK202007210000071,4431,595179
CK202007210000071,1240,595179
CK202007210000071,3967,595179
CK202007210000071,4393,595179
CK202007220000001,64,284280
CK202007220000001,0,284280
CK202007220000001,49,284280
CK202007220000001,11,284280
CK202007220000001,367,284280
CK202007220000001,117,284280
CK202007220000001,38,284280
CK202007220000001,213,284280
CK202007220000001,90,284280
CK202007220000001,21,284280
CK202007220000001,12,284280
CK202007220000001,4,284280
CK202007220000001,58,284280
CK202007220000001,44,284280
CK202007220000001,60,284280
CK202007220000001,807,284280
CK202007220000001,1461,284280
CK202007220000001,916,284280
CK202007220000001,93,284280
CK202007220000002,193,275010
CK202007220000002,7,275010
CK202007220000002,52,275010
CK202007220000002,29,275010
CK202007220000002,97,275010
CK202007220000002,117,275010
CK202007220000002,181,275010
CK202007220000002,434,275010
CK202007220000002,107,275010
CK202007220000002,233,275010
CK202007220000002,372,275010
CK202007220000002,15,275010
CK202007220000002,1592,275010
CK202007220000002,1,275010
CK202007220000002,104,275010
CK202007220000002,5,275010
CK202007220000002,46,275010
CK202007220000002,60,275010
CK202007220000002,167,275010
CK202007220000002,1864,275010
CK202007220000003,64,247200
CK202007220000003,216,247200
CK202007220000003,332,247200
CK202007220000003,214,247200
CK202007220000003,435,247200
CK202007220000003,470,247200
CK202007220000003,822,247200
CK202007220000003,384,247200
CK202007220000003,285,247200
CK202007220000003,2413,247200
CK202007220000003,1270,247200
CK202007220000003,563,247200
CK202007220000003,799,247200
CK202007220000003,5847,247200
CK202007220000003,116,247200
CK202007220000003,339,247200
CK202007220000003,2221,247200
CK202007220000003,550,247200
CK202007220000003,482,247200
CK202007220000004,193,386250
CK202007220000004,7,386250
CK202007220000004,52,386250
CK202007220000004,29,386250
CK202007220000004,137,386250
CK202007220000004,11,386250
CK202007220000004,367,386250
CK202007220000004,117,386250
CK202007220000004,90,386250
CK202007220000004,181,386250
CK202007220000004,233,386250
CK202007220000004,21,386250
CK202007220000004,15,386250
CK202007220000004,232,386250
CK202007220000004,1,386250
CK202007220000004,104,386250
CK202007220000004,5,386250
CK202007220000004,60,386250
CK202007220000004,167,386250
CK202007220000004,1864,386250
CK202007220000004,93,386250
CK202007220000005,193,376980
CK202007220000005,7,376980
CK202007220000005,52,376980
CK202007220000005,137,376980
CK202007220000005,367,376980
CK202007220000005,117,376980
CK202007220000005,181,376980
CK202007220000005,233,376980
CK202007220000005,8,376980
CK202007220000005,21,376980
CK202007220000005,18,376980
CK202007220000005,15,376980
CK202007220000005,1,376980
CK202007220000005,4,376980
CK202007220000005,104,376980
CK202007220000005,5,376980
CK202007220000005,44,376980
CK202007220000005,60,376980
CK202007220000005,167,376980
CK202007220000005,1864,376980
CK202007220000005,93,376980
CK202007220000006,126,747487
CK202007220000006,17,747487
CK202007220000006,14,747487
CK202007220000006,70,747487
CK202007220000006,53,747487
CK202007220000006,86,747487
CK202007220000006,241,747487
CK202007220000006,79,747487
CK202007220000006,157,747487
CK202007220000006,16,747487
CK202007220000006,42,747487
CK202007220000006,209,747487
CK202007220000006,484,747487
CK202007220000006,87,747487
CK202007220000006,22,747487
CK202007220000006,196,747487
CK202007220000006,588,747487
CK202007220000006,217,747487
CK202007220000006,184,747487
CK202007220000006,129,747487
CK202007220000006,1020,747487
CK202007220000006,559,747487
CK202007220000006,973,747487
CK202007220000006,3786,747487
CK202007220000006,1168,747487
CK202007220000006,2417,747487
CK202007220000006,3270,747487
CK202007220000006,1381,747487
CK202007220000007,8082,9270
CK202007220000008,193,250290
CK202007220000008,7,250290
CK202007220000008,52,250290
CK202007220000008,29,250290
CK202007220000008,97,250290
CK202007220000008,181,250290
CK202007220000008,434,250290
CK202007220000008,107,250290
CK202007220000008,233,250290
CK202007220000008,15,250290
CK202007220000008,1,250290
CK202007220000008,167,250290
CK202007220000008,1864,250290
CK202007220000009,1800,21630
CK202007220000009,533,21630
CK202007220000009,4185,21630
CK202007220000009,1642,21630
CK202007220000009,4656,21630
CK202007220000010,619,67980
CK202007220000010,821,67980
CK202007220000010,941,67980
CK202007220000010,767,67980
CK202007220000010,1915,67980
CK202007220000011,8218,40170
CK202007220000011,216,40170
CK202007220000011,3183,40170
CK202007220000011,619,40170
CK202007220000011,445,40170
CK202007220000011,986,40170
CK202007220000011,1042,40170
CK202007220000011,2317,40170
CK202007220000012,142,43260
CK202007220000012,216,43260
CK202007220000012,619,43260
CK202007220000012,445,43260
CK202007220000012,2519,43260
CK202007220000012,1444,43260
CK202007220000013,59,318270
CK202007220000013,40,318270
CK202007220000013,0,318270
CK202007220000013,25,318270
CK202007220000013,49,318270
CK202007220000013,128,318270
CK202007220000013,68,318270
CK202007220000013,99,318270
CK202007220000013,499,318270
CK202007220000013,137,318270
CK202007220000013,367,318270
CK202007220000013,396,318270
CK202007220000013,200,318270
CK202007220000013,278,318270
CK202007220000013,505,318270
CK202007220000013,1044,318270
CK202007220000013,389,318270
CK202007220000013,5,318270
CK202007220000013,248,318270
CK202007220000013,597,318270
CK202007220000013,439,318270
CK202007220000014,619,71070
CK202007220000014,445,71070
CK202007220000014,468,71070
CK202007220000014,349,71070
CK202007220000014,1254,71070
CK202007220000014,2464,71070
CK202007220000015,216,58710
CK202007220000015,619,58710
CK202007220000015,821,58710
CK202007220000015,445,58710
CK202007220000015,865,58710
CK202007220000015,941,58710
CK202007220000015,1692,58710
CK202007220000015,2317,58710
CK202007220000016,0,290460
CK202007220000016,25,290460
CK202007220000016,296,290460
CK202007220000016,26,290460
CK202007220000016,499,290460
CK202007220000016,137,290460
CK202007220000016,117,290460
CK202007220000016,563,290460
CK202007220000016,38,290460
CK202007220000016,200,290460
CK202007220000016,107,290460
CK202007220000016,233,290460
CK202007220000016,108,290460
CK202007220000016,505,290460
CK202007220000016,168,290460
CK202007220000016,1,290460
CK202007220000016,389,290460
CK202007220000016,104,290460
CK202007220000016,5,290460
CK202007220000016,223,290460
CK202007220000016,479,290460
CK202007220000016,355,290460
CK202007220000016,1424,290460
CK202007220000016,1072,290460
CK202007220000016,1040,290460
CK202007220000016,439,290460
CK202007220000016,1864,290460
CK202007220000016,77,290460
CK202007220000016,916,290460
CK202007220000016,910,290460
CK202007220000017,7,163770
CK202007220000018,131,296640
CK202007220000018,304,296640
CK202007220000018,1214,296640
CK202007220000018,3608,296640
CK202007220000019,516,342990
CK202007220000019,95,342990
CK202007220000019,507,342990
CK202007220000019,993,342990
CK202007220000019,899,342990
CK202007220000020,8832,2401
CK202007220000020,3179,2401
CK202007220000021,1,3090
CK202007220000022,160,407556
CK202007220000022,380,407556
CK202007220000022,209,407556
CK202007220000022,3911,407556
CK202007220000022,673,407556
CK202007220000022,1910,407556
CK202007220000022,2973,407556
CK202007220000022,363,407556
CK202007220000022,211,407556
CK202007220000022,0,407556
CK202007220000022,63,407556
CK202007220000022,535,407556
CK202007220000022,1495,407556
CK202007220000022,761,407556
CK202007220000022,1085,407556
CK202007220000022,215,407556
CK202007220000022,250,407556
CK202007220000022,2371,407556
CK202007220000022,829,407556
CK202007220000022,244,407556
CK202007220000022,1389,407556
CK202007220000022,1356,407556
CK202007220000022,2376,407556
CK202007220000022,2598,407556
CK202007220000022,4432,407556
CK202007220000022,2318,407556
CK202007220000022,4720,407556
CK202007220000022,212,407556
CK202007220000022,343,407556
CK202007220000022,5479,407556
CK202007220000022,58,407556
CK202007220000022,60,407556
CK202007220000022,1894,407556
CK202007220000022,205,407556
CK202007220000022,5283,407556
CK202007220000022,532,407556
CK202007220000023,160,394208
CK202007220000023,380,394208
CK202007220000023,209,394208
CK202007220000023,3911,394208
CK202007220000023,673,394208
CK202007220000023,1910,394208
CK202007220000023,2973,394208
CK202007220000023,363,394208
CK202007220000023,211,394208
CK202007220000023,0,394208
CK202007220000023,63,394208
CK202007220000023,535,394208
CK202007220000023,1495,394208
CK202007220000023,761,394208
CK202007220000023,1085,394208
CK202007220000023,215,394208
CK202007220000023,250,394208
CK202007220000023,2371,394208
CK202007220000023,829,394208
CK202007220000023,244,394208
CK202007220000023,1389,394208
CK202007220000023,1356,394208
CK202007220000023,2376,394208
CK202007220000023,2598,394208
CK202007220000023,4432,394208
CK202007220000023,2318,394208
CK202007220000023,4720,394208
CK202007220000023,212,394208
CK202007220000023,343,394208
CK202007220000023,5479,394208
CK202007220000023,60,394208
CK202007220000023,1894,394208
CK202007220000023,205,394208
CK202007220000023,5283,394208
CK202007220000023,532,394208
CK202007220000024,3768,46270
CK202007220000024,3176,46270
CK202007220000024,451,46270
CK202007220000024,3180,46270
CK202007220000024,8510,46270
CK202007220000025,831,96324
CK202007220000025,6130,96324
CK202007220000025,139,96324
CK202007220000025,2463,96324
CK202007220000025,2538,96324
CK202007220000025,363,96324
CK202007220000025,4660,96324
CK202007220000025,163,96324
CK202007220000025,542,96324
CK202007220000025,49,96324
CK202007220000025,215,96324
CK202007220000025,432,96324
CK202007220000025,317,96324
CK202007220000025,796,96324
CK202007220000025,6042,96324
CK202007220000025,68,96324
CK202007220000025,1200,96324
CK202007220000025,1795,96324
CK202007220000025,343,96324
CK202007220000025,259,96324
CK202007220000026,371,137507
CK202007220000026,3716,137507
CK202007220000026,940,137507
CK202007220000026,65,137507
CK202007220000026,775,137507
CK202007220000026,113,137507
CK202007220000026,26,137507
CK202007220000026,2159,137507
CK202007220000026,481,137507
CK202007220000026,4957,137507
CK202007220000026,221,137507
CK202007220000026,596,137507
CK202007220000027,831,70121
CK202007220000027,139,70121
CK202007220000027,1139,70121
CK202007220000027,2807,70121
CK202007220000027,392,70121
CK202007220000027,3383,70121
CK202007220000027,1332,70121
CK202007220000027,163,70121
CK202007220000027,247,70121
CK202007220000027,2344,70121
CK202007220000027,1099,70121
CK202007220000027,2234,70121
CK202007220000027,6628,70121
CK202007220000027,2273,70121
CK202007220000027,6557,70121
CK202007220000028,371,101970
CK202007220000028,710,101970
CK202007220000028,775,101970
CK202007220000028,101,101970
CK202007220000028,228,101970
CK202007220000028,52,101970
CK202007220000028,327,101970
CK202007220000028,151,101970
CK202007220000028,2382,101970
CK202007220000028,9146,101970
CK202007220000028,1015,101970
CK202007220000028,596,101970
CK202007220000029,1790,116496
CK202007220000029,1075,116496
CK202007220000029,2747,116496
CK202007220000029,267,116496
CK202007220000029,1053,116496
CK202007220000029,305,116496
CK202007220000029,433,116496
CK202007220000029,0,116496
CK202007220000029,5130,116496
CK202007220000029,8362,116496
CK202007220000029,1492,116496
CK202007220000029,2545,116496
CK202007220000029,114,116496
CK202007220000029,412,116496
CK202007220000029,343,116496
CK202007220000029,2930,116496
CK202007220000029,440,116496
CK202007220000030,2115,82937
CK202007220000030,3176,82937
CK202007220000030,307,82937
CK202007220000030,2128,82937
CK202007220000030,7007,82937
CK202007220000030,360,82937
CK202007220000030,2537,82937
CK202007220000030,284,82937
CK202007220000030,2041,82937
CK202007220000030,854,82937
CK202007220000030,6628,82937
CK202007220000030,2273,82937
CK202007220000030,3631,82937
CK202007220000031,1215,24240
CK202007220000031,1512,24240
CK202007220000032,126,669943
CK202007220000032,17,669943
CK202007220000032,14,669943
CK202007220000032,70,669943
CK202007220000032,53,669943
CK202007220000032,86,669943
CK202007220000032,241,669943
CK202007220000032,79,669943
CK202007220000032,157,669943
CK202007220000032,16,669943
CK202007220000032,42,669943
CK202007220000032,209,669943
CK202007220000032,484,669943
CK202007220000032,87,669943
CK202007220000032,22,669943
CK202007220000032,196,669943
CK202007220000032,588,669943
CK202007220000032,217,669943
CK202007220000032,184,669943
CK202007220000032,129,669943
CK202007220000032,1020,669943
CK202007220000032,559,669943
CK202007220000032,973,669943
CK202007220000032,3786,669943
CK202007220000032,1168,669943
CK202007220000032,2417,669943
CK202007220000032,3270,669943
CK202007220000032,1381,669943
CK202007220000033,614,8000
CK202007220000033,1059,8000
CK202007220000033,840,8000
CK202007220000033,1208,8000
CK202007220000033,1541,8000
CK202007220000033,3765,8000
CK202007220000033,1959,8000
CK202007220000033,2505,8000
BJ202007220000001,396,1
CK202007220000034,371,223852
CK202007220000034,940,223852
CK202007220000034,186,223852
CK202007220000034,775,223852
CK202007220000034,1273,223852
CK202007220000034,101,223852
CK202007220000034,2262,223852
CK202007220000034,113,223852
CK202007220000034,3305,223852
CK202007220000034,6216,223852
CK202007220000034,3469,223852
CK202007220000034,212,223852
CK202007220000034,377,223852
CK202007220000034,370,223852
CK202007220000034,182,223852
CK202007220000034,1046,223852
CK202007220000035,1436,528350
CK202007220000035,1148,528350
CK202007220000035,3248,528350
CK202007220000035,3672,528350
CK202007220000035,3509,528350
CK202007220000035,2185,528350
CK202007220000035,8538,528350
CK202007220000035,4941,528350
CK202007220000035,2332,528350
CK202007220000035,8918,528350
CK202007220000035,2858,528350
CK202007220000035,3946,528350
CK202007220000035,7022,528350
CK202007220000035,3755,528350
CK202007220000035,3543,528350
CK202007220000035,1010,528350
CK202007220000035,2156,528350
CK202007220000035,1375,528350
CK202007220000036,710,105060
CK202007220000036,831,105060
CK202007220000036,2463,105060
CK202007220000036,2807,105060
CK202007220000036,783,105060
CK202007220000036,1053,105060
CK202007220000036,305,105060
CK202007220000036,1171,105060
CK202007220000036,198,105060
CK202007220000036,230,105060
CK202007220000036,1141,105060
CK202007220000036,897,105060
CK202007220000036,2343,105060
CK202007220000036,1045,105060
CK202007220000036,2545,105060
CK202007220000036,626,105060
CK202007220000037,371,104125
CK202007220000037,940,104125
CK202007220000037,122,104125
CK202007220000037,228,104125
CK202007220000037,113,104125
CK202007220000037,327,104125
CK202007220000037,762,104125
CK202007220000037,2550,104125
CK202007220000037,114,104125
CK202007220000037,788,104125
CK202007220000037,150,104125
CK202007220000037,602,104125
CK202007220000038,4367,120510
CK202007220000038,216,120510
CK202007220000038,2340,120510
CK202007220000038,2799,120510
CK202007220000038,247,120510
CK202007220000038,3454,120510
CK202007220000038,13,120510
CK202007220000038,2534,120510
CK202007220000038,37,120510
CK202007220000038,3126,120510
CK202007220000038,3193,120510
CK202007220000038,4984,120510
CK202007220000038,4644,120510
CK202007220000038,1970,120510
CK202007220000038,8244,120510
CK202007220000038,1511,120510
CK202007220000038,2240,120510
CK202007220000038,3788,120510
CK202007220000038,146,120510
CK202007220000039,371,158894
CK202007220000039,2,158894
CK202007220000039,2747,158894
CK202007220000039,395,158894
CK202007220000039,1517,158894
CK202007220000039,940,158894
CK202007220000039,685,158894
CK202007220000039,279,158894
CK202007220000039,122,158894
CK202007220000039,775,158894
CK202007220000039,101,158894
CK202007220000039,228,158894
CK202007220000039,52,158894
CK202007220000039,2344,158894
CK202007220000039,762,158894
CK202007220000039,2159,158894
CK202007220000039,560,158894
CK202007220000039,2237,158894
CK202007220000039,93,158894
CK202007220000039,602,158894
CK202007220000039,596,158894
CK202007220000040,1790,148320
CK202007220000040,548,148320
CK202007220000040,333,148320
CK202007220000040,674,148320
CK202007220000040,687,148320
CK202007220000040,3670,148320
CK202007220000040,392,148320
CK202007220000040,3545,148320
CK202007220000040,1053,148320
CK202007220000040,2927,148320
CK202007220000040,163,148320
CK202007220000040,451,148320
CK202007220000040,317,148320
CK202007220000040,8726,148320
CK202007220000040,9006,148320
CK202007220000040,2590,148320
CK202007220000040,626,148320
CK202007220000041,710,145058
CK202007220000041,1790,145058
CK202007220000041,1075,145058
CK202007220000041,831,145058
CK202007220000041,2115,145058
CK202007220000041,3268,145058
CK202007220000041,40,145058
CK202007220000041,658,145058
CK202007220000041,1141,145058
CK202007220000041,317,145058
CK202007220000041,138,145058
CK202007220000041,1099,145058
CK202007220000041,3489,145058
CK202007220000041,1347,145058
CK202007220000041,1249,145058
CK202007220000042,371,182490
CK202007220000042,267,182490
CK202007220000042,4091,182490
CK202007220000042,363,182490
CK202007220000042,65,182490
CK202007220000042,122,182490
CK202007220000042,775,182490
CK202007220000042,228,182490
CK202007220000042,113,182490
CK202007220000042,1045,182490
CK202007220000042,2550,182490
CK202007220000042,342,182490
CK202007220000042,3469,182490
CK202007220000042,8,182490
CK202007220000042,336,182490
CK202007220000042,602,182490
CK202007220000043,710,92434
CK202007220000043,1075,92434
CK202007220000043,489,92434
CK202007220000043,4569,92434
CK202007220000043,2537,92434
CK202007220000043,2807,92434
CK202007220000043,1053,92434
CK202007220000043,4392,92434
CK202007220000043,3042,92434
CK202007220000043,1045,92434
CK202007220000043,4575,92434
CK202007220000043,2380,92434
CK202007220000043,1442,92434
CK202007220000043,626,92434
CK202007220000044,710,92700
CK202007220000044,831,92700
CK202007220000044,783,92700
CK202007220000044,1053,92700
CK202007220000044,305,92700
CK202007220000044,1171,92700
CK202007220000044,198,92700
CK202007220000044,230,92700
CK202007220000044,1141,92700
CK202007220000044,897,92700
CK202007220000044,2343,92700
CK202007220000044,1045,92700
CK202007220000044,2545,92700
CK202007220000044,626,92700
CK202007220000045,710,86520
CK202007220000045,1075,86520
CK202007220000045,489,86520
CK202007220000045,4569,86520
CK202007220000045,2537,86520
CK202007220000045,1053,86520
CK202007220000045,4392,86520
CK202007220000045,3042,86520
CK202007220000045,1045,86520
CK202007220000045,4575,86520
CK202007220000045,2380,86520
CK202007220000045,1442,86520
CK202007220000045,626,86520
CK202007220000046,710,141947
CK202007220000046,1790,141947
CK202007220000046,1075,141947
CK202007220000046,831,141947
CK202007220000046,2115,141947
CK202007220000046,3268,141947
CK202007220000046,40,141947
CK202007220000046,658,141947
CK202007220000046,1141,141947
CK202007220000046,317,141947
CK202007220000046,138,141947
CK202007220000046,1099,141947
CK202007220000046,3489,141947
CK202007220000046,1347,141947
CK202007220000046,1249,141947
CK202007220000047,371,155805
CK202007220000047,2,155805
CK202007220000047,2747,155805
CK202007220000047,395,155805
CK202007220000047,1517,155805
CK202007220000047,940,155805
CK202007220000047,685,155805
CK202007220000047,279,155805
CK202007220000047,122,155805
CK202007220000047,775,155805
CK202007220000047,101,155805
CK202007220000047,228,155805
CK202007220000047,52,155805
CK202007220000047,2344,155805
CK202007220000047,762,155805
CK202007220000047,2159,155805
CK202007220000047,560,155805
CK202007220000047,2237,155805
CK202007220000047,93,155805
CK202007220000047,602,155805
CK202007220000047,596,155805
CK202007220000048,371,102909
CK202007220000048,940,102909
CK202007220000048,122,102909
CK202007220000048,228,102909
CK202007220000048,113,102909
CK202007220000048,327,102909
CK202007220000048,762,102909
CK202007220000048,2550,102909
CK202007220000048,114,102909
CK202007220000048,788,102909
CK202007220000048,150,102909
CK202007220000048,602,102909
CK202007220000049,371,152986
CK202007220000049,2,152986
CK202007220000049,2747,152986
CK202007220000049,395,152986
CK202007220000049,1517,152986
CK202007220000049,940,152986
CK202007220000049,685,152986
CK202007220000049,279,152986
CK202007220000049,122,152986
CK202007220000049,775,152986
CK202007220000049,101,152986
CK202007220000049,228,152986
CK202007220000049,52,152986
CK202007220000049,2344,152986
CK202007220000049,762,152986
CK202007220000049,2159,152986
CK202007220000049,560,152986
CK202007220000049,2237,152986
CK202007220000049,93,152986
CK202007220000049,602,152986
CK202007220000049,596,152986
CK202007220000050,286,142140
CK202007220000050,332,142140
CK202007220000050,125,142140
CK202007220000050,13,142140
CK202007220000050,214,142140
CK202007220000050,3221,142140
CK202007220000050,799,142140
CK202007220000050,339,142140
CK202007220000050,334,142140
CK202007220000050,1350,142140
CK202007220000050,364,142140
CK202007220000050,320,142140
CK202007220000050,1682,142140
CK202007220000050,550,142140
CK202007220000050,93,142140
CK202007220000051,1506,250290
CK202007220000052,193,210120
CK202007220000052,7,210120
CK202007220000052,329,210120
CK202007220000052,1650,210120
CK202007220000052,8,210120
CK202007220000052,18,210120
CK202007220000052,770,210120
CK202007220000052,237,210120
CK202007220000052,5013,210120
CK202007220000052,1,210120
CK202007220000052,239,210120
CK202007220000052,4,210120
CK202007220000052,111,210120
CK202007220000052,104,210120
CK202007220000052,5,210120
CK202007220000052,60,210120
CK202007220000052,4298,210120
CK202007220000052,1461,210120
CK202007220000052,3287,210120
CK202007220000053,1209,44419
CK202007220000053,286,44419
CK202007220000053,1684,44419
CK202007220000053,3098,44419
CK202007220000053,1687,44419
CK202007220000053,482,44419
CK202007220000054,40,163770
CK202007220000054,312,163770
CK202007220000054,152,163770
CK202007220000054,142,163770
CK202007220000054,109,163770
CK202007220000054,31,163770
CK202007220000054,0,163770
CK202007220000054,230,163770
CK202007220000054,404,163770
CK202007220000054,332,163770
CK202007220000054,214,163770
CK202007220000054,799,163770
CK202007220000054,1017,163770
CK202007220000054,2995,163770
CK202007220000054,4014,163770
